DBN,BN,School Name,School Type,Borough,Enrollment,State & Local Funding (M),Federal Funding (M),Total Funding (M),Economic Need Index (%),Graduation Rate (%),College Readiness Index (%),College & Career Preparatory Course Index (%),Avg Regents Score - English (%),Avg Regents Score - Algebra I (%),Asian (%),Black (%),Hispanic (%),White (%),Unrepresented Race (%),Students Graduated,College Readiness Index,College & Career Preparatory Course Index,Economic Need Index,White,Hispanic,Black,Asian,Unrepresented Race,Years of principal experience,Avg Grade 8 English Proficiency,Avg Grade 8 Math Proficiency,Teacher Attendance (%),Student Attendance (%),Students with 90%+ Attendance (%),English Language Learners (%),Students with Disabilities (%),Temp Housing (%),HRA Eligible (%),Teachers w/ 3+ years of experience (%),Students Chronically Absent (%),Graduation
15K667,K667,Sunset Park High School,High School,Brooklyn,1216,16.866,1.22,18.087,0.863,0.826,0.484,0.486,70.5,62.9,0.099,0.075,0.74,0.081,0.005,287,287,287,1049,98,900,91,120,6,4.9,2.658,2.545,0.956,0.85,0.574,0.219,0.204,0.086,0.754,0.704,0.426,Medium Graduation
15K684,K684,Millennium Brooklyn HS,High School,Brooklyn,675,11.936,0.051,11.988,0.399,0.987,0.969,0.896,92.9,84.9,0.127,0.166,0.197,0.444,0.066,159,159,159,269,300,133,112,86,45,4.0,3.802,3.847,0.97,0.958,0.919,0.003,0.151,0.016,0.289,0.852,0.081,High Graduation
16K455,K455,Boys and Girls High School,High School,Brooklyn,439,9.883,0.832,10.715,0.863,0.753,0.326,0.382,69.6,56.2,0.014,0.82,0.114,0.021,0.031,89,89,89,379,9,50,360,6,14,3.0,2.467,2.233,0.963,0.816,0.557,0.062,0.285,0.153,0.781,0.765,0.443,Low Graduation
16K498,K498,Brooklyn High School for Law and Technology,High School,Brooklyn,589,7.331,0.452,7.783,0.814,0.794,0.381,0.202,71.7,63.2,0.039,0.633,0.287,0.019,0.022,126,126,126,479,11,169,373,23,13,4.0,2.704,2.479,0.967,0.808,0.528,0.061,0.221,0.136,0.723,0.703,0.472,Low Graduation
16K688,K688,The Brooklyn Academy of Global Finance,High School,Brooklyn,105,2.528,0.145,2.673,0.919,0.739,0.13,0.043,55.4,55.8,0.076,0.714,0.162,0.029,0.019,23,23,23,96,3,17,75,8,2,6.9,2.399,2.137,0.954,0.849,0.56,0.143,0.267,0.2,0.867,0.636,0.44,Low Graduation
16K765,K765,Nelson Mandela High School,High School,Brooklyn,252,3.718,0.184,3.903,0.85,0.806,0.239,0.06,67.5,62.8,0.016,0.829,0.107,0.008,0.04,67,67,67,214,2,27,209,4,10,5.1,2.454,2.213,0.97,0.735,0.289,0.008,0.317,0.179,0.746,0.882,0.711,Medium Graduation
17K122,K122,Pathways in Technology Early College High School (,High School,Brooklyn,581,8.101,0.572,8.673,0.659,0.767,0.647,0.603,64.9,66.5,0.017,0.824,0.119,0.009,0.031,116,116,116,383,5,69,479,10,18,8.1,2.845,2.653,0.969,0.911,0.785,0.022,0.174,0.081,0.535,0.853,0.215,Low Graduation
17K382,K382,Academy for College Preparation and Career Explora,High School,Brooklyn,230,5.702,0.405,6.107,0.789,0.794,0.397,0.183,63.3,62.5,0.0,0.83,0.1,0.022,0.048,63,63,63,181,5,23,191,0,11,2.5,2.581,2.253,0.991,0.852,0.575,0.178,0.17,0.161,0.665,0.773,0.425,Low Graduation
17K408,K408,Academy of Hospitality and Tourism,High School,Brooklyn,196,3.934,0.233,4.167,0.846,0.914,0.314,0.586,72.5,63.8,0.005,0.816,0.138,0.036,0.005,35,35,35,166,7,27,160,1,1,3.4,2.586,2.28,0.984,0.84,0.616,0.204,0.214,0.153,0.73,0.6,0.384,Medium Graduation
17K524,K524,International High School at Prospect Heights,High School,Brooklyn,368,5.747,0.374,6.121,0.954,0.567,0.221,0.808,53.2,58.8,0.163,0.236,0.497,0.084,0.02,104,104,104,351,31,183,87,60,7,9.4,1.922,2.06,0.976,0.881,0.703,0.878,0.052,0.228,0.774,0.793,0.297,Low Graduation
17K528,K528,The High School for Global Citizenship,High School,Brooklyn,213,3.344,0.18,3.523,0.778,0.838,0.378,0.432,65.2,67.3,0.042,0.728,0.188,0.028,0.014,37,37,37,166,6,40,155,9,3,9.0,2.708,2.542,0.956,0.863,0.566,0.155,0.164,0.169,0.648,0.462,0.434,Medium Graduation
17K531,K531,"School for Human Rights, The",High School,Brooklyn,330,6.6,0.82,7.42,0.759,0.827,0.413,0.389,70.9,63.5,0.021,0.87,0.085,0.012,0.012,104,104,104,250,4,28,287,7,4,12.1,2.71,2.358,0.969,0.89,0.718,0.082,0.191,0.127,0.636,1.0,0.282,Medium Graduation
17K537,K537,High School for Youth and Community Development at,High School,Brooklyn,467,7.336,0.482,7.818,0.783,0.828,0.333,0.157,62.7,62.4,0.039,0.784,0.143,0.024,0.01,99,99,99,366,11,67,366,18,5,14.4,2.607,2.28,0.946,0.861,0.618,0.088,0.255,0.161,0.662,0.783,0.382,Medium Graduation
17K539,K539,High School for Service & Learning at Erasmus,High School,Brooklyn,297,4.961,0.352,5.314,0.824,0.785,0.456,0.146,66.4,60.0,0.03,0.761,0.165,0.027,0.017,79,79,79,245,8,49,226,9,5,3.1,2.649,2.343,0.974,0.839,0.592,0.148,0.215,0.104,0.704,0.7,0.408,Low Graduation
17K543,K543,"Science, Technology and Research Early College Hig",High School,Brooklyn,356,6.772,0.473,7.245,0.57,1.0,0.911,0.922,75.2,70.0,0.039,0.795,0.126,0.011,0.029,90,90,90,203,4,45,283,14,10,11.0,3.38,3.38,0.986,0.964,0.911,0.011,0.135,0.042,0.455,0.788,0.089,High Graduation
17K546,K546,High School for Public Service: Heroes of Tomorrow,High School,Brooklyn,462,6.205,0.478,6.683,0.729,0.876,0.635,0.466,79.4,64.5,0.037,0.771,0.158,0.013,0.021,105,104,104,337,6,73,356,17,10,6.5,3.14,2.877,0.967,0.922,0.792,0.015,0.175,0.104,0.621,0.793,0.208,Medium Graduation
17K547,K547,Brooklyn Academy of Science and the Environment,High School,Brooklyn,382,5.024,0.462,5.486,0.761,0.744,0.567,0.204,72.3,62.8,0.039,0.804,0.115,0.031,0.011,121,120,120,291,12,44,307,15,4,2.1,2.724,2.603,0.978,0.904,0.753,0.058,0.162,0.131,0.654,0.952,0.247,Low Graduation
17K548,K548,Brooklyn School for Music & Theatre,High School,Brooklyn,296,4.12,0.443,4.563,0.821,0.791,0.239,0.097,69.5,60.6,0.003,0.777,0.199,0.017,0.004,67,67,67,243,5,59,230,1,1,12.0,2.631,2.275,0.952,0.835,0.542,0.027,0.223,0.199,0.764,0.682,0.458,Low Graduation
17K590,K590,Medgar Evers College Preparatory School,High School,Brooklyn,897,12.423,0.776,13.199,0.554,0.959,0.918,0.89,81.5,67.4,0.025,0.871,0.056,0.01,0.038,196,196,196,497,9,50,781,22,34,17.9,3.64,3.628,0.965,0.932,0.789,0.006,0.088,0.064,0.415,0.855,0.211,High Graduation
17K600,K600,Clara Barton High School,High School,Brooklyn,1200,18.422,1.925,20.348,0.715,0.806,0.461,0.5,71.0,64.2,0.014,0.892,0.073,0.009,0.012,258,258,258,858,11,88,1070,17,14,12.5,2.847,2.555,0.957,0.87,0.629,0.078,0.181,0.108,0.592,0.857,0.371,Medium Graduation
17K745,K745,Brooklyn Institute for Liberal Arts,High School,Brooklyn,415,5.175,0.339,5.514,0.712,0.918,0.583,0.333,75.8,72.9,0.017,0.87,0.104,0.002,0.007,85,84,84,295,1,43,361,7,3,7.1,2.803,2.519,0.976,0.911,0.739,0.046,0.207,0.149,0.576,0.407,0.261,Medium Graduation
17K751,K751,Academy for Health Careers,High School,Brooklyn,301,5.366,0.34,5.706,0.817,0.8,0.333,0.2,74.0,68.3,0.047,0.771,0.14,0.017,0.025,75,75,75,246,5,42,232,14,8,9.1,2.798,2.503,0.992,0.864,0.54,0.037,0.143,0.156,0.724,0.926,0.46,Low Graduation
18K563,K563,It Takes a Village Academy,High School,Brooklyn,659,9.806,0.773,10.579,0.764,0.866,0.605,0.637,73.0,59.5,0.018,0.891,0.067,0.011,0.013,157,157,157,503,7,44,587,12,9,1.6,2.826,2.635,0.975,0.9,0.699,0.176,0.152,0.096,0.624,0.74,0.301,Medium Graduation
18K566,K566,Brooklyn Generation School,High School,Brooklyn,189,4.275,0.329,4.604,0.747,0.766,0.383,0.117,66.3,59.2,0.005,0.81,0.122,0.048,0.015,47,47,47,141,9,23,153,1,3,1.6,2.584,2.162,0.968,0.899,0.77,0.122,0.238,0.116,0.64,0.95,0.23,Low Graduation
18K567,K567,Brooklyn Theatre Arts High School,High School,Brooklyn,350,4.483,0.312,4.795,0.793,0.846,0.333,0.115,66.5,58.6,0.023,0.837,0.103,0.02,0.017,78,78,78,278,7,36,293,8,6,6.9,2.59,2.29,0.955,0.81,0.435,0.023,0.174,0.109,0.706,0.722,0.565,Medium Graduation
18K569,K569,Kurt Hahn Expeditionary Learning School,High School,Brooklyn,294,5.401,0.322,5.723,0.754,0.753,0.494,0.264,66.5,66.49,0.007,0.891,0.065,0.017,0.02,89,89,89,222,5,19,262,2,6,4.9,2.512,2.193,0.96,0.87,0.598,0.071,0.289,0.116,0.66,0.808,0.402,Low Graduation
18K576,K576,Victory Collegiate High School,High School,Brooklyn,341,5.739,0.317,6.056,0.772,0.785,0.291,0.12,67.6,61.1,0.018,0.824,0.106,0.041,0.011,79,79,79,263,14,36,281,6,4,3.3,2.55,2.319,0.966,0.854,0.477,0.067,0.255,0.106,0.683,0.75,0.523,Low Graduation
18K617,K617,High School for Innovation in Advertising and Medi,High School,Brooklyn,240,4.283,0.24,4.523,0.721,0.836,0.377,0.164,64.0,57.4,0.017,0.808,0.117,0.046,0.012,61,61,61,173,11,28,194,4,3,11.1,2.541,2.391,0.974,0.828,0.451,0.092,0.225,0.075,0.629,0.5,0.549,Medium Graduation
18K629,K629,Cultural Academy for the Arts and Sciences,High School,Brooklyn,282,4.908,0.398,5.306,0.743,0.713,0.338,0.375,68.6,60.1,0.014,0.84,0.096,0.025,0.025,80,80,80,210,7,27,237,4,7,2.9,2.533,2.305,0.961,0.853,0.58,0.117,0.22,0.11,0.638,0.727,0.42,Low Graduation
18K633,K633,High School for Medical Professions,High School,Brooklyn,460,5.493,0.632,6.125,0.705,0.885,0.522,0.243,69.8,63.7,0.03,0.789,0.13,0.037,0.014,113,113,113,324,17,60,363,14,6,5.9,2.879,2.653,0.96,0.894,0.649,0.043,0.152,0.089,0.598,0.75,0.351,Medium Graduation
18K637,K637,Academy for Conservation and the Environment,High School,Brooklyn,300,4.274,0.284,4.558,0.77,0.872,0.442,0.68,73.0,63.3,0.06,0.753,0.097,0.063,0.027,86,86,86,231,19,29,226,18,8,7.9,2.649,2.395,0.982,0.858,0.587,0.133,0.177,0.16,0.673,0.478,0.413,Medium Graduation
18K642,K642,Urban Action Academy,High School,Brooklyn,264,4.184,0.265,4.449,0.797,0.654,0.309,0.148,65.4,55.3,0.027,0.765,0.117,0.091,0.0,81,81,81,210,24,31,202,7,0,1.0,2.461,2.268,0.927,0.786,0.388,0.231,0.159,0.11,0.682,0.882,0.612,Low Graduation
19K404,K404,Academy for Young Writers,High School,Brooklyn,336,8.176,0.613,8.789,0.794,0.917,0.597,0.299,71.0,62.5,0.006,0.705,0.265,0.015,0.009,72,72,72,267,5,89,237,2,3,2.9,2.889,2.391,0.951,0.873,0.551,0.039,0.196,0.11,0.693,0.771,0.449,Medium Graduation
19K409,K409,East New York Family Academy,High School,Brooklyn,289,7.622,0.478,8.1,0.796,0.95,0.55,0.858,75.7,66.5,0.042,0.623,0.304,0.007,0.024,60,60,60,230,2,88,180,12,7,5.7,2.781,2.656,0.96,0.883,0.591,0.031,0.228,0.114,0.709,0.872,0.409,High Graduation
19K422,K422,Spring Creek Community School,High School,Brooklyn,303,7.729,0.744,8.473,0.768,0.969,0.484,0.328,74.2,62.7,0.01,0.716,0.231,0.01,0.033,64,64,64,233,3,70,217,3,10,7.1,2.69,2.451,0.962,0.879,0.623,0.033,0.224,0.099,0.653,0.66,0.377,High Graduation
19K502,K502,FDNY - Captain Vernon A. Richard High School for F,High School,Brooklyn,277,4.712,0.418,5.13,0.846,0.815,0.37,0.093,57.9,60.2,0.014,0.697,0.264,0.007,0.018,54,54,54,234,2,73,193,4,5,11.9,2.455,2.203,0.965,0.743,0.416,0.04,0.274,0.199,0.762,0.8,0.584,Medium Graduation
19K504,K504,High School for Civil Rights,High School,Brooklyn,239,3.933,0.304,4.237,0.867,0.629,0.188,0.087,57.2,58.5,0.021,0.682,0.268,0.017,0.012,70,69,69,207,4,64,163,5,3,0.1,2.345,2.198,0.965,0.786,0.412,0.117,0.268,0.238,0.736,0.923,0.588,Low Graduation
19K507,K507,Performing Arts and Technology High School,High School,Brooklyn,409,5.961,0.415,6.376,0.863,0.925,0.462,0.312,55.1,59.7,0.017,0.599,0.364,0.01,0.01,93,93,93,353,4,149,245,7,4,6.1,2.617,2.345,0.959,0.872,0.698,0.181,0.23,0.166,0.736,0.741,0.302,Medium Graduation
19K510,K510,World Academy for Total Community Health High Scho,High School,Brooklyn,250,4.174,0.334,4.508,0.883,0.736,0.403,0.285,62.3,62.9,0.04,0.704,0.216,0.02,0.02,72,72,72,221,5,54,176,10,5,5.8,2.541,2.272,0.977,0.766,0.379,0.152,0.212,0.304,0.788,0.789,0.621,Low Graduation
19K583,K583,Multicultural High School,High School,Brooklyn,267,4.706,0.238,4.944,0.99,0.81,0.254,0.722,49.7,58.7,0.0,0.019,0.981,0.0,0.0,63,63,63,264,0,262,5,0,0,7.9,1.842,1.954,0.966,0.898,0.705,0.876,0.015,0.112,0.734,0.5,0.295,Medium Graduation
19K615,K615,Transit Tech Career and Technical Education High S,High School,Brooklyn,676,11.336,1.11,12.446,0.789,0.706,0.418,0.541,75.7,60.6,0.049,0.595,0.296,0.024,0.036,170,170,170,533,16,200,402,33,24,5.9,2.579,2.372,0.962,0.804,0.55,0.062,0.253,0.132,0.683,0.902,0.45,Low Graduation
19K618,K618,Academy of Innovative Technology,High School,Brooklyn,422,6.509,0.435,6.944,0.771,0.945,0.582,0.341,74.7,65.7,0.062,0.391,0.486,0.026,0.035,91,91,91,325,11,205,165,26,15,1.9,2.712,2.547,0.963,0.886,0.636,0.116,0.206,0.095,0.675,0.743,0.364,Medium Graduation
19K639,K639,Brooklyn Lab School,High School,Brooklyn,430,6.294,0.73,7.025,0.881,0.707,0.253,0.26,56.2,59.4,0.116,0.233,0.574,0.053,0.024,75,75,75,379,23,247,100,50,10,2.9,2.483,2.263,0.966,0.831,0.517,0.353,0.202,0.144,0.758,0.793,0.483,Low Graduation
19K659,K659,Cypress Hills Collegiate Preparatory School,High School,Brooklyn,302,5.058,0.322,5.38,0.825,0.854,0.396,0.271,62.5,59.0,0.119,0.185,0.649,0.03,0.017,48,48,48,249,9,196,56,36,5,6.9,2.524,2.382,0.966,0.862,0.528,0.215,0.195,0.119,0.735,0.8,0.472,Medium Graduation
19K660,K660,W. H. Maxwell Career and Technical Education High,High School,Brooklyn,376,8.181,0.905,9.085,0.886,0.833,0.324,0.681,59.3,60.3,0.024,0.646,0.29,0.021,0.019,102,102,102,333,8,109,243,9,7,10.9,2.459,2.208,0.956,0.767,0.417,0.088,0.33,0.184,0.822,0.939,0.583,Medium Graduation
19K683,K683,School for Classics High School,High School,Brooklyn,270,4.018,0.264,4.282,0.898,0.699,0.247,0.116,67.7,57.4,0.126,0.43,0.37,0.044,0.03,73,73,73,242,12,100,116,34,8,0.9,2.511,2.172,0.956,0.81,0.478,0.267,0.211,0.163,0.804,0.684,0.522,Low Graduation
19K764,K764,The Urban Assembly School for Collaborative Health,High School,Brooklyn,338,5.034,0.284,5.318,0.806,0.849,0.534,0.349,67.1,62.7,0.133,0.337,0.441,0.036,0.053,73,73,73,272,12,149,114,45,18,3.1,2.786,2.467,0.962,0.86,0.569,0.186,0.109,0.121,0.692,0.5,0.431,Medium Graduation
20K445,K445,New Utrecht High School,High School,Brooklyn,3427,41.936,3.082,45.018,0.781,0.778,0.63,0.536,73.5,72.5,0.407,0.029,0.302,0.254,0.008,872,872,872,2676,870,1035,99,1395,27,11.7,2.868,3.027,0.968,0.875,0.699,0.198,0.16,0.085,0.652,0.829,0.301,Low Graduation
20K485,K485,High School of Telecommunication Arts and Technolo,High School,Brooklyn,1235,18.929,1.096,20.025,0.748,0.908,0.768,0.855,77.9,68.0,0.208,0.06,0.499,0.2,0.033,293,293,293,924,247,616,74,257,41,5.5,3.016,3.104,0.966,0.943,0.843,0.085,0.182,0.04,0.657,0.644,0.157,Medium Graduation
20K490,K490,Fort Hamilton High School,High School,Brooklyn,4559,52.217,3.602,55.819,0.722,0.796,0.676,0.552,77.9,69.8,0.279,0.032,0.314,0.356,0.019,1111,1111,1111,3292,1623,1432,146,1272,87,6.8,3.094,3.137,0.964,0.907,0.753,0.15,0.148,0.069,0.6,0.815,0.247,Low Graduation
20K505,K505,Franklin Delano Roosevelt High School,High School,Brooklyn,3214,39.009,4.113,43.122,0.865,0.686,0.469,0.536,69.0,70.1,0.383,0.099,0.338,0.171,0.009,825,825,825,2780,550,1086,318,1231,29,4.1,2.786,2.818,0.958,0.854,0.645,0.333,0.143,0.131,0.721,0.822,0.355,Low Graduation
20K609,K609,Urban Assembly School for Criminal Justice,High School,Brooklyn,327,7.288,0.522,7.81,0.866,0.97,0.761,0.731,75.7,66.7,0.52,0.141,0.159,0.165,0.015,67,67,67,283,54,52,46,170,5,1.9,3.055,2.944,0.967,0.902,0.68,0.135,0.153,0.064,0.804,0.652,0.32,High Graduation
21K337,K337,International High School at Lafayette,High School,Brooklyn,347,4.654,0.339,4.993,0.96,0.633,0.267,0.467,56.7,62.5,0.334,0.037,0.378,0.245,0.006,90,90,90,333,85,131,13,116,2,7.9,1.873,2.401,0.965,0.875,0.686,0.888,0.026,0.331,0.643,0.92,0.314,Low Graduation
21K344,K344,Rachel Carson High School for Coastal Studies,High School,Brooklyn,623,8.363,0.559,8.923,0.779,0.764,0.561,0.538,78.5,67.7,0.18,0.136,0.189,0.474,0.021,157,157,157,485,295,118,85,112,13,0.1,2.905,2.759,0.963,0.859,0.571,0.186,0.178,0.061,0.674,0.692,0.429,Low Graduation
21K348,K348,High School of Sports Management,High School,Brooklyn,241,3.821,0.192,4.013,0.817,0.7,0.38,0.18,65.6,58.0,0.058,0.51,0.295,0.116,0.021,50,50,50,197,28,71,123,14,5,1.5,2.563,2.429,0.975,0.741,0.389,0.124,0.228,0.108,0.685,0.688,0.611,Low Graduation
21K410,K410,Abraham Lincoln High School,High School,Brooklyn,1904,23.898,2.249,26.147,0.822,0.836,0.491,0.519,72.6,63.3,0.154,0.421,0.246,0.17,0.009,439,438,438,1565,324,468,802,293,17,14.9,2.802,2.611,0.97,0.868,0.636,0.176,0.166,0.096,0.71,0.823,0.364,Medium Graduation
21K468,K468,Kingsborough Early College School,High School,Brooklyn,379,7.779,0.543,8.323,0.575,0.965,0.941,0.976,83.9,72.6,0.071,0.235,0.288,0.385,0.021,85,85,85,218,146,109,89,27,8,4.1,3.324,3.121,0.961,0.928,0.761,0.0,0.172,0.016,0.451,0.897,0.239,High Graduation
21K525,K525,Edward R. Murrow High School,High School,Brooklyn,3693,45.203,3.259,48.462,0.653,0.838,0.695,0.641,79.1,70.6,0.249,0.218,0.193,0.3,0.04,885,885,885,2412,1108,713,805,920,148,7.3,3.086,3.161,0.964,0.912,0.776,0.089,0.184,0.095,0.524,0.904,0.224,Medium Graduation
21K540,K540,John Dewey High School,High School,Brooklyn,2203,29.504,1.907,31.412,0.796,0.793,0.551,0.589,70.8,69.3,0.308,0.314,0.229,0.128,0.021,609,608,608,1754,282,504,692,679,46,4.1,2.875,2.945,0.967,0.919,0.805,0.177,0.129,0.09,0.692,0.69,0.195,Low Graduation
21K559,K559,Life Academy High School for Film and Music,High School,Brooklyn,286,4.305,0.241,4.546,0.79,0.91,0.507,0.299,73.4,67.8,0.115,0.311,0.416,0.143,0.015,67,67,67,226,41,119,89,33,4,3.8,2.756,2.563,0.964,0.838,0.519,0.098,0.245,0.105,0.685,0.8,0.481,Medium Graduation
21K572,K572,Expeditionary Learning School for Community Leader,High School,Brooklyn,378,5.355,0.307,5.662,0.771,0.878,0.732,0.939,73.7,66.49,0.156,0.177,0.36,0.265,0.042,82,82,82,291,100,136,67,59,16,2.9,2.926,2.869,0.973,0.816,0.497,0.156,0.201,0.101,0.651,0.885,0.503,Medium Graduation
21K620,K620,William E. Grady Career and Technical Education Hi,High School,Brooklyn,412,9.81,0.808,10.619,0.813,0.744,0.244,0.323,63.5,59.0,0.034,0.575,0.243,0.129,0.019,82,82,82,335,53,100,237,14,8,5.7,2.518,2.349,0.964,0.822,0.494,0.068,0.396,0.138,0.733,0.684,0.506,Low Graduation
21K690,K690,Brooklyn Studio Secondary School,High School,Brooklyn,591,12.243,0.772,13.014,0.696,0.792,0.532,0.474,76.8,72.0,0.218,0.041,0.277,0.443,0.021,173,173,173,411,262,164,24,129,12,8.7,2.976,2.924,0.954,0.873,0.573,0.13,0.195,0.046,0.597,0.839,0.427,Low Graduation
22K405,K405,Midwood High School,High School,Brooklyn,4156,42.161,2.863,45.024,0.643,0.939,0.87,0.766,83.4,72.2,0.351,0.283,0.127,0.214,0.025,1000,1000,1000,2672,889,528,1176,1459,104,6.0,3.512,3.567,0.961,0.927,0.795,0.027,0.116,0.075,0.533,0.794,0.205,Medium Graduation
22K425,K425,James Madison High School,High School,Brooklyn,3797,43.43,2.869,46.3,0.648,0.818,0.676,0.575,76.1,69.5,0.203,0.152,0.17,0.467,0.008,874,874,874,2460,1773,645,577,771,30,5.9,3.114,3.091,0.965,0.935,0.864,0.137,0.155,0.067,0.539,0.777,0.136,Medium Graduation
22K535,K535,Leon M. Goldstein High School for the Sciences,High School,Brooklyn,1057,12.322,0.322,12.644,0.457,0.966,0.911,0.945,88.9,78.7,0.287,0.068,0.089,0.544,0.012,236,236,236,483,575,94,72,303,13,6.8,3.778,3.964,0.973,0.953,0.896,0.005,0.164,0.017,0.334,0.821,0.104,High Graduation
22K555,K555,Brooklyn College Academy,High School,Brooklyn,660,6.8,0.027,6.826,0.558,1.0,0.884,0.965,83.7,70.9,0.094,0.724,0.111,0.039,0.032,155,155,155,368,26,73,478,62,21,0.5,3.477,3.466,0.97,0.955,0.883,0.006,0.142,0.033,0.45,0.618,0.117,High Graduation
22K611,K611,Origins High School,High School,Brooklyn,414,6.482,0.453,6.936,0.83,0.792,0.442,0.35,67.9,66.5,0.164,0.338,0.167,0.314,0.017,120,120,120,344,130,69,140,68,7,6.1,2.813,2.59,0.973,0.833,0.465,0.268,0.123,0.118,0.725,0.629,0.535,Low Graduation
23K493,K493,Brooklyn Collegiate: A College Board School,High School,Brooklyn,239,4.966,0.3,5.267,0.827,0.774,0.452,0.387,69.3,61.9,0.013,0.837,0.126,0.004,0.02,62,62,62,198,1,30,200,3,5,4.1,2.624,2.323,0.971,0.839,0.504,0.059,0.243,0.151,0.736,0.762,0.496,Low Graduation
23K514,K514,Frederick Douglass Academy VII High School,High School,Brooklyn,153,3.039,0.202,3.241,0.87,0.857,0.514,0.257,74.9,64.5,0.02,0.85,0.124,0.0,0.006,35,35,35,133,0,19,130,3,1,12.6,2.388,2.209,0.962,0.866,0.597,0.039,0.327,0.248,0.778,0.727,0.403,Medium Graduation
23K644,K644,Eagle Academy for Young Men II,High School,Brooklyn,359,8.611,0.598,9.209,0.713,0.877,0.444,0.377,63.0,69.6,0.011,0.905,0.072,0.003,0.009,81,81,81,256,1,26,325,4,3,11.1,2.499,2.86,0.964,0.886,0.702,0.008,0.237,0.12,0.579,0.585,0.298,Medium Graduation
23K697,K697,Teachers Preparatory High School,High School,Brooklyn,189,4.34,0.255,4.594,0.893,0.708,0.4,0.169,57.8,58.9,0.021,0.783,0.164,0.026,0.006,65,65,65,169,5,31,148,4,1,8.9,2.392,2.183,0.976,0.779,0.406,0.095,0.407,0.233,0.815,0.789,0.594,Low Graduation
24Q236,Q236,International High School for Health Sciences,High School,Queens,273,4.457,0.22,4.677,0.925,0.707,0.373,0.293,62.0,62.8,0.231,0.044,0.652,0.066,0.007,75,75,75,253,18,178,12,63,2,6.1,2.152,2.27,0.959,0.873,0.664,0.747,0.037,0.286,0.59,0.818,0.336,Low Graduation
24Q264,Q264,Academy of Finance and Enterprise,High School,Queens,649,7.055,0.358,7.413,0.681,0.959,0.919,0.828,85.2,76.2,0.251,0.045,0.51,0.153,0.041,148,148,148,442,99,331,29,163,27,7.1,3.171,3.315,0.973,0.931,0.785,0.057,0.128,0.059,0.579,0.848,0.215,High Graduation
24Q267,Q267,High School of Applied Communication,High School,Queens,407,5.384,0.233,5.617,0.668,0.951,0.802,0.716,73.6,66.1,0.143,0.084,0.622,0.133,0.018,81,81,81,272,54,253,34,58,7,2.9,2.845,2.663,0.962,0.903,0.698,0.069,0.172,0.029,0.58,0.607,0.302,High Graduation
24Q293,Q293,Civic Leadership Academy,High School,Queens,593,7.003,0.35,7.353,0.768,0.915,0.754,0.653,80.7,72.9,0.132,0.049,0.69,0.061,0.068,118,118,118,455,36,409,29,78,40,11.1,3.106,2.965,0.968,0.911,0.741,0.066,0.197,0.056,0.685,0.743,0.259,Medium Graduation
24Q296,Q296,Pan American International High School,High School,Queens,423,7.13,0.477,7.606,0.953,0.847,0.333,0.701,66.8,68.2,0.0,0.002,0.991,0.002,0.005,144,144,144,403,1,419,1,0,2,4.1,1.903,1.956,0.967,0.935,0.82,0.842,0.028,0.182,0.624,0.763,0.18,Medium Graduation
24Q299,Q299,Bard High School Early College Queens,High School,Queens,643,7.117,0.003,7.12,0.415,0.986,0.986,1.0,91.3,75.1,0.361,0.103,0.188,0.33,0.018,141,141,141,267,212,121,66,232,12,11.0,3.97,4.159,0.977,0.963,0.935,0.002,0.054,0.016,0.308,0.718,0.065,High Graduation
24Q455,Q455,Newtown High School,High School,Queens,1805,25.847,1.675,27.522,0.793,0.716,0.51,0.495,71.1,66.5,0.254,0.08,0.596,0.048,0.022,518,518,518,1431,87,1076,144,458,40,26.9,2.715,2.619,0.96,0.89,0.733,0.239,0.137,0.109,0.656,0.841,0.267,Low Graduation
24Q485,Q485,Grover Cleveland High School,High School,Queens,1715,23.637,1.322,24.959,0.75,0.668,0.45,0.352,72.4,64.1,0.1,0.058,0.635,0.183,0.024,449,449,449,1286,314,1089,99,172,41,1.0,2.72,2.592,0.955,0.836,0.572,0.174,0.192,0.089,0.648,0.824,0.428,Low Graduation
24Q520,Q520,Middle College High School at LaGuardia Community,High School,Queens,508,6.449,0.243,6.693,0.74,0.843,0.783,0.887,77.7,66.49,0.081,0.026,0.821,0.067,0.005,115,115,115,376,34,417,13,41,3,0.9,3.021,2.996,0.956,0.932,0.81,0.012,0.165,0.026,0.687,0.885,0.19,Medium Graduation
24Q530,Q530,International High School at LaGuardia Community C,High School,Queens,507,6.625,0.321,6.946,0.843,0.813,0.366,0.768,65.6,66.49,0.233,0.026,0.645,0.097,-0.001,112,112,112,427,49,327,13,118,-1,4.9,2.046,2.43,0.969,0.918,0.76,0.651,0.018,0.225,0.602,0.8,0.24,Medium Graduation
24Q550,Q550,High School for Arts and Business,High School,Queens,784,10.034,0.519,10.553,0.746,0.952,0.872,0.885,76.3,71.1,0.089,0.075,0.761,0.05,0.025,187,187,187,585,39,597,59,70,20,11.9,2.972,2.907,0.962,0.912,0.753,0.099,0.163,0.073,0.67,0.863,0.247,High Graduation
24Q560,Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",High School,Queens,491,8.068,0.359,8.426,0.65,0.992,0.807,0.613,80.5,67.1,0.187,0.051,0.613,0.141,0.008,119,119,119,319,69,301,25,92,4,4.0,3.064,3.118,0.954,0.918,0.772,0.031,0.181,0.041,0.564,0.878,0.228,High Graduation
